interaction_id,student_id,resource_id,intent_goal,current_confidence,completion_rate,feedback_label
int_8429b7ef946c,stu_75b99032,res_2bd80769,Board Prep,Weak,81,Too Hard
int_55cec148729e,stu_20089f77,res_32f7d5fc,Board Prep,Average,56,Too Slow
int_53fe408c39c6,stu_e2a1a6f4,res_acbb0430,Daily Revision,Average,69,Too Hard
int_1a96b148ad66,stu_2a81f93c,res_35521be8,Board Prep,Strong,37,Too Slow
int_9df2eeff1195,stu_090264e3,res_0e122df7,Daily Revision,Weak,90,Perfect
int_27b669ab3de1,stu_ef17bed9,res_cf39da38,Homework Help,Strong,94,Perfect
int_088de458c951,stu_44153dfb,res_6620161e,Homework Help,Average,100,Perfect
int_74f8e3579da2,stu_bb5b2dfb,res_e4098264,Homework Help,Average,71,Too Slow
int_de7134e6742b,stu_f606a63a,res_ccabef42,Homework Help,Strong,71,Too Slow
int_e073771c29bc,stu_f8224688,res_112baee9,Board Prep,Strong,85,Perfect
int_2368007481b2,stu_fad4940f,res_e19f9bf2,Daily Revision,Weak,32,Too Hard
int_b251cbe91514,stu_2054b6e2,res_f1d4d820,Daily Revision,Weak,97,Perfect
int_cac2b748abbb,stu_9fa0feb2,res_ea27e42c,Board Prep,Weak,81,Perfect
int_ed3af599aed9,stu_beb69f39,res_7005658f,Homework Help,Strong,61,Too Slow
int_ee02b28e8523,stu_5ff2b519,res_4ce9516a,Daily Revision,Weak,59,Perfect
int_dfcd6cc0d4ad,stu_e283555e,res_6620161e,Board Prep,Weak,68,Too Hard
int_45085b6ac374,stu_bf284ec4,res_c332cc5a,Daily Revision,Average,80,Too Hard
int_fae84c23db8b,stu_25df4651,res_5d75b78a,Homework Help,Weak,87,Perfect
int_0d8b2e6688fa,stu_3977df5a,res_5fceec42,Homework Help,Average,54,Perfect
int_7a798fcf5c66,stu_75d311ed,res_93ae53cb,Board Prep,Weak,56,Perfect
int_084264d33b5f,stu_26234d2d,res_5e93c078,Board Prep,Strong,62,Perfect
int_d4aa8daf198d,stu_796df32f,res_2edb0c3c,Homework Help,Weak,39,Too Hard
int_30dfd30d1ac0,stu_49da0fe2,res_45f9a7f6,Homework Help,Strong,40,Too Hard
int_17bb13e21dcd,stu_090264e3,res_9210a6d1,Board Prep,Weak,62,Too Slow
int_ab4f18773eeb,stu_66ae00c4,res_a05ff0de,Daily Revision,Average,84,Too Slow
int_8c566802030b,stu_c64e1e6d,res_55e9d7a9,Homework Help,Average,93,Perfect
int_0c9ec9337025,stu_4cb9efd6,res_04042216,Daily Revision,Average,59,Perfect
int_f28391fd2320,stu_678702c6,res_57b5a0e3,Homework Help,Strong,85,Too Slow
int_5b8bc2af9037,stu_dff9c035,res_aeb53de9,Daily Revision,Weak,86,Perfect
int_8ba6f7bebfc0,stu_832ad4ff,res_bb371e77,Board Prep,Average,97,Perfect
int_351ec26683ef,stu_a0b2dbd3,res_6738a9a2,Homework Help,Average,80,Perfect
int_ac830f7306de,stu_46d5d004,res_39658c14,Board Prep,Weak,12,Too Hard
int_85519cca6a02,stu_0f4afad9,res_6bd9dda3,Homework Help,Average,83,Perfect
int_28f0f2457a08,stu_90a70955,res_5eaed73f,Board Prep,Strong,50,Too Slow
int_9994c77559a2,stu_73281791,res_ed76a446,Daily Revision,Strong,65,Too Slow
int_5b476fe111ff,stu_beb69f39,res_c9130d35,Daily Revision,Average,56,Too Hard
int_970cc36e44d1,stu_a41a7c4d,res_f3d81d77,Board Prep,Weak,89,Perfect
int_62c10397fbf2,stu_bac361af,res_aa587692,Daily Revision,Weak,13,Too Hard
int_353c376e6abb,stu_dff8e975,res_3bfbaef3,Board Prep,Strong,91,Perfect
int_c9801f704661,stu_3debfc32,res_27429473,Daily Revision,Average,90,Perfect
int_d319e423b416,stu_16269aaf,res_ab17b043,Board Prep,Average,96,Perfect
int_55faf84f4b72,stu_f6dc8819,res_bd820102,Daily Revision,Weak,41,Too Slow
int_0cbeb51bf5e3,stu_8eb3bf83,res_a0950eb9,Daily Revision,Weak,93,Perfect
int_a221b74dc7de,stu_4e17e7b0,res_83d743f2,Daily Revision,Average,89,Perfect
int_cf0a2e2b258b,stu_8bcb08e7,res_e1cb660a,Daily Revision,Average,44,Too Hard
int_b39319ee3b7c,stu_390c8e9e,res_191f8507,Daily Revision,Average,43,Too Slow
int_990637a4944f,stu_8d60ac80,res_503c9b8c,Board Prep,Weak,90,Too Hard
int_76bdb7c03296,stu_277f0d9f,res_0ab32ed0,Homework Help,Weak,63,Too Hard
int_ea1566da8e00,stu_88282515,res_9a316ddd,Homework Help,Strong,97,Perfect
int_7fcb83dc9db4,stu_1d816bff,res_deeeba44,Daily Revision,Strong,70,Too Slow
int_5b1645aa5fed,stu_a0571439,res_34668345,Board Prep,Average,84,Perfect
int_b6c2069ee6d5,stu_d7cd5370,res_204d3e4d,Homework Help,Average,85,Perfect
int_75be3d9e4167,stu_cb6a644d,res_134e3a51,Board Prep,Average,83,Perfect
int_8dfdce0ae3de,stu_016d16d0,res_fee87783,Homework Help,Strong,40,Too Slow
int_50828734b602,stu_1d2ef7bf,res_c9259789,Board Prep,Strong,67,Too Slow
int_db49dbc4cf49,stu_2c7770c9,res_929da495,Daily Revision,Average,59,Perfect
int_0a0d03890308,stu_f7a6dfea,res_4d1bfec5,Homework Help,Strong,58,Too Slow
int_1f62e458aed3,stu_5183b666,res_4a832a63,Homework Help,Strong,80,Too Slow
int_4d7ee7ecc560,stu_bec64d25,res_05c08ffd,Board Prep,Average,64,Perfect
int_98c2470ec48b,stu_738d593a,res_5e93c078,Board Prep,Weak,70,Too Slow
int_a073204f36c8,stu_728268f8,res_15bd2238,Homework Help,Weak,80,Perfect
int_e57e54a69fa0,stu_f7f2bdb5,res_6709d6b8,Daily Revision,Average,65,Too Hard
int_0e1ed0e9bc58,stu_635fba50,res_23bb9a99,Board Prep,Weak,55,Too Slow
int_c0d7c5fef972,stu_39c0ff7c,res_7005658f,Board Prep,Strong,40,Too Slow
int_87b931eaccea,stu_8339d87d,res_950c39d7,Daily Revision,Average,84,Perfect
int_6cfa89d8389c,stu_2c7770c9,res_55a47106,Daily Revision,Average,77,Too Slow
int_cfccae512f6f,stu_371eec2f,res_f96ee54d,Daily Revision,Average,61,Too Slow
int_5928bb8a573e,stu_1285baf2,res_0fdd6a97,Homework Help,Weak,59,Too Hard
int_105c3661f1b6,stu_a9f63a8d,res_851757a0,Homework Help,Strong,56,Perfect
int_07e24fc220ce,stu_728268f8,res_73380658,Homework Help,Average,95,Too Slow
int_0c735d9ee3c1,stu_79d7f43f,res_8e1f0c7e,Homework Help,Average,97,Perfect
int_622b6a52fba1,stu_54de3311,res_950c39d7,Board Prep,Average,80,Perfect
int_753016b3c2dc,stu_c504be22,res_82f5783b,Board Prep,Weak,77,Too Slow
int_9406bbb5683f,stu_cb1b9eaa,res_f24544bb,Daily Revision,Weak,75,Too Slow
int_5aa2c48c9c7b,stu_1a3221c5,res_62e6b0dd,Daily Revision,Average,91,Perfect
int_1521e4de28bb,stu_79c4f855,res_819fa87b,Homework Help,Weak,66,Perfect
int_147cdce2958b,stu_3ecad8ce,res_bf8f4c88,Homework Help,Weak,85,Too Slow
int_7430b472ac46,stu_d8f0c352,res_2edb0c3c,Daily Revision,Strong,89,Perfect
int_f1fdcb2dd00b,stu_12307a14,res_4328a8c4,Daily Revision,Strong,51,Too Hard
int_264a4ae20880,stu_2f2097d9,res_504e637d,Homework Help,Weak,16,Too Hard
int_aeaa3a46c213,stu_1c844f64,res_f05d463f,Daily Revision,Average,83,Perfect
int_5ff2cd5ef192,stu_1d2ef7bf,res_a7e714d8,Homework Help,Strong,54,Too Hard
int_f6abd871b281,stu_00140d1a,res_5c91fe12,Homework Help,Average,81,Perfect
int_8e01b4a2434a,stu_d4d3782d,res_ecc7244d,Board Prep,Weak,13,Too Hard
int_eb0782a83401,stu_b55b69ba,res_6f030d80,Homework Help,Weak,83,Perfect
int_2d33e4fcddca,stu_9de2f266,res_0d203544,Homework Help,Average,74,Too Hard
int_5923bb7e3984,stu_218c43a8,res_9cda5b3f,Board Prep,Weak,54,Too Hard
int_e615e7d89c34,stu_fc6ab503,res_191f8507,Daily Revision,Weak,86,Perfect
int_8ef2d4d76ac3,stu_9838826c,res_2ac36559,Board Prep,Strong,32,Too Slow
int_cad523a962ae,stu_bde7d224,res_bde2d847,Board Prep,Weak,56,Too Slow
int_0be17453ca09,stu_565323a8,res_f709f1ba,Daily Revision,Strong,70,Too Slow
int_a3a65d2a405b,stu_5642ed96,res_7318dc27,Daily Revision,Average,86,Perfect
int_df44aea40ff1,stu_def9e52a,res_578c4bc3,Board Prep,Weak,28,Too Hard
int_987f746c26b4,stu_eed87473,res_33c0aac2,Homework Help,Average,84,Perfect
int_7cd175748042,stu_b359e267,res_fdbf587b,Board Prep,Strong,74,Too Slow
int_b6a45eee7797,stu_cb335ffe,res_e311f097,Daily Revision,Strong,81,Perfect
int_d830c46119ff,stu_7ced45e3,res_159fdfdf,Board Prep,Weak,82,Perfect
int_5ef654800c1b,stu_fa18d7b2,res_9d91de53,Board Prep,Average,87,Too Hard
int_3d63b7ead984,stu_ef2e8140,res_c60301bd,Homework Help,Weak,88,Perfect
int_095a1ef715ad,stu_dea79622,res_80671fcc,Homework Help,Strong,64,Too Slow
int_f406c62af47a,stu_fcb8b8b8,res_c3eb9870,Board Prep,Strong,58,Too Slow
int_30f8cd43db83,stu_021b2d4b,res_21808d0e,Daily Revision,Average,70,Too Slow
int_2452e92a80d9,stu_a799e02a,res_92889a17,Daily Revision,Weak,96,Perfect
int_08e1f9997894,stu_dd754bce,res_a61a75a2,Board Prep,Weak,73,Too Slow
int_594142679f2e,stu_8496b4be,res_279f0249,Daily Revision,Average,99,Perfect
int_93441b942e78,stu_72bedd4e,res_2e76a990,Homework Help,Strong,48,Too Slow
int_494c8cc2c823,stu_fc6ab503,res_9069e6e0,Daily Revision,Strong,97,Perfect
int_82c2e5773628,stu_0923916b,res_279f0249,Daily Revision,Weak,49,Too Hard
int_4052fea6edc3,stu_f5a1d678,res_4328a8c4,Homework Help,Strong,79,Too Slow
int_16dc81199544,stu_ca6b5c5f,res_d8b75ea1,Homework Help,Average,90,Too Hard
int_2b882a84d43a,stu_3ce169e6,res_156c7b95,Homework Help,Average,60,Perfect
int_bd001cfeee8d,stu_f6dc8819,res_24c4c00d,Homework Help,Average,59,Perfect
int_cbd576fc1827,stu_b0ef5794,res_44a16ab6,Board Prep,Average,65,Perfect
int_efef2cf29c30,stu_070ceacb,res_e05fb28b,Homework Help,Strong,53,Too Hard
int_b5ec16c288c8,stu_75b99032,res_c097c0c3,Board Prep,Strong,45,Perfect
int_124236c0c006,stu_e53fb5cd,res_3dedbdce,Board Prep,Average,96,Perfect
int_c07085a2ecac,stu_57a55f84,res_bccb9076,Daily Revision,Strong,83,Perfect
int_1179a817773a,stu_74fbe5b5,res_3c46ef98,Homework Help,Strong,60,Too Hard
int_924a2ce1a972,stu_b797ebf5,res_1af22ce2,Homework Help,Weak,69,Too Hard
int_38d52f74031a,stu_6841eae2,res_0e402496,Daily Revision,Weak,10,Too Hard
int_b8d402123ee0,stu_01a6caab,res_6de47c22,Homework Help,Weak,55,Too Hard
int_ea6f18bfc908,stu_e3a2f939,res_bddd530c,Daily Revision,Strong,70,Too Hard
int_5d71d91b7b92,stu_bb1ce792,res_cd263b6f,Homework Help,Weak,93,Perfect
int_d001724e3d4c,stu_00140d1a,res_cecea9c6,Board Prep,Average,82,Too Slow
int_40fb36c8240e,stu_08c606f6,res_57d93418,Board Prep,Average,84,Perfect
int_8ac1599949a5,stu_25c0aedf,res_977a6983,Homework Help,Strong,58,Perfect
int_830f72314e5e,stu_1d2ef7bf,res_a21aae05,Daily Revision,Strong,70,Too Slow
int_1e726eb75c22,stu_dd3cef3b,res_bfd4d74a,Board Prep,Weak,90,Perfect
int_797a3b633e9f,stu_5dfab022,res_127d0fac,Homework Help,Average,95,Perfect
int_1560d70363e2,stu_590ee1bf,res_a803ebbb,Daily Revision,Weak,27,Too Hard
int_07cd89b94aea,stu_425dd701,res_f8ff0da9,Homework Help,Strong,78,Too Hard
int_61a3410c1b1c,stu_2bd2ad20,res_14689efd,Board Prep,Weak,67,Too Slow
int_ffa6c5167599,stu_cec31981,res_6f9c27a5,Daily Revision,Weak,100,Perfect
int_89f4e9001a96,stu_f5a1d678,res_d29d4300,Board Prep,Weak,81,Perfect
int_cbd491a0e82d,stu_635fba50,res_309a59da,Daily Revision,Strong,34,Too Slow
int_daf3c7ec8ecd,stu_40daed29,res_deef9dc7,Homework Help,Average,58,Too Hard
int_ea5422d7b0ed,stu_a182c027,res_bcd7e6bd,Board Prep,Strong,45,Too Slow
int_2e053f2134dd,stu_73495eb7,res_c732e0b4,Board Prep,Average,53,Perfect
int_3002684f0fd2,stu_22fa9eaa,res_f709f1ba,Board Prep,Strong,83,Too Slow
int_2d11a4517646,stu_def9e52a,res_ea237986,Homework Help,Strong,71,Perfect
int_48c73245c9a6,stu_0b73284f,res_dfab4c7d,Homework Help,Average,50,Too Hard
int_24574bd34ca2,stu_c21b2423,res_d0b81f7c,Daily Revision,Average,65,Too Slow
int_62f3a258eb94,stu_f99e97e8,res_767bba67,Board Prep,Average,99,Perfect
int_cb28d2569d3b,stu_d3a3471f,res_8b92769c,Board Prep,Average,75,Too Hard
int_008581d98281,stu_9cbd4901,res_c7891057,Board Prep,Weak,97,Perfect
int_ab82fca3b676,stu_d5740a17,res_6bc0c4d8,Board Prep,Weak,70,Too Hard
int_a9e9c8a455ab,stu_bb2d27d2,res_5b4c8f7c,Daily Revision,Average,95,Perfect
int_8f9de9df60a9,stu_09db6b1b,res_2a57220f,Homework Help,Strong,36,Too Slow
int_ab21612a3c4c,stu_c15e3007,res_c7891057,Homework Help,Average,62,Too Slow
int_90dfb8556ae7,stu_ec21bb7c,res_8111de7b,Homework Help,Strong,44,Too Slow
int_2812917a8471,stu_1e740d69,res_f52d18b1,Daily Revision,Average,84,Too Slow
int_feedb634ac7b,stu_b5059990,res_b26a23f4,Board Prep,Strong,55,Too Slow
int_e3718e6a93f9,stu_2f3416e8,res_64681523,Homework Help,Average,90,Perfect
int_328aa2821ff6,stu_dda34d94,res_e0cad206,Homework Help,Weak,19,Too Hard
int_02f234e25c10,stu_fa4eb581,res_4f3a1e68,Homework Help,Strong,70,Perfect
int_df4784a8a278,stu_eb50c92b,res_bc157b22,Daily Revision,Weak,84,Perfect
int_b6f9379a99a7,stu_0b661edd,res_2202d8fd,Board Prep,Weak,32,Too Hard
int_149433cfde0c,stu_ff399760,res_ea27e42c,Board Prep,Average,94,Perfect
int_9a00ba67ad0c,stu_4accabcc,res_8de04fef,Board Prep,Average,69,Perfect
int_e1c0ba8a25c1,stu_fef99049,res_6b47bcf3,Board Prep,Average,62,Perfect
int_15e4bee6b851,stu_3c710c3e,res_484f1eeb,Board Prep,Average,95,Perfect
int_d421493c9e7b,stu_2ed6b98d,res_d9e73de8,Daily Revision,Weak,99,Perfect
int_19345c37791b,stu_b36949c4,res_5b4c8f7c,Homework Help,Strong,70,Too Hard
int_d7cc65d82067,stu_86d154cb,res_74d09f65,Daily Revision,Weak,85,Perfect
int_419577a7836c,stu_f1bbdceb,res_7972fd7c,Board Prep,Average,99,Perfect
int_acb37be7e29d,stu_43cc1ae4,res_4312ddce,Board Prep,Weak,92,Perfect
int_2e609bd1299f,stu_eb5a7207,res_f77ea828,Homework Help,Average,85,Perfect
int_da47682b94a0,stu_8bcb08e7,res_c1dafe83,Daily Revision,Weak,71,Perfect
int_cfe10515024d,stu_75d311ed,res_c7891057,Board Prep,Weak,94,Perfect
int_74e9a1f21389,stu_ad3e2546,res_92372bc6,Board Prep,Average,51,Too Hard
int_8b6881859bbb,stu_7ed54729,res_1837f4c1,Daily Revision,Average,59,Too Slow
int_c712780c3d3f,stu_4accabcc,res_74d09f65,Daily Revision,Strong,64,Too Slow
int_0911157b2521,stu_c05ae7a6,res_bdd9b234,Homework Help,Strong,61,Too Slow
int_ec4636413866,stu_93ce4d82,res_96b12946,Homework Help,Weak,39,Too Hard
int_58837171085e,stu_616c5f70,res_399a63d4,Homework Help,Strong,88,Too Hard
int_40f3c524d4fb,stu_661e40f8,res_d29d4300,Daily Revision,Average,82,Perfect
int_e2f4b383777a,stu_d441e1bc,res_4ee80a8a,Homework Help,Weak,85,Too Hard
int_e650dcd3ff5c,stu_69ea53f6,res_1efe876d,Homework Help,Average,82,Perfect
int_42060963640e,stu_01b270b0,res_c677a268,Homework Help,Strong,99,Perfect
int_7f9a25e8df5a,stu_6d773053,res_432f11de,Board Prep,Average,86,Perfect
int_7bbb3255cf31,stu_e7a58d71,res_471f1b50,Daily Revision,Average,88,Perfect
int_95510bad75b9,stu_d3a3471f,res_a446727c,Daily Revision,Weak,15,Too Hard
int_ad6b9e520698,stu_64a973a2,res_b974c2b9,Board Prep,Strong,54,Too Slow
int_afd813d70578,stu_eed87473,res_b2a2cdd1,Daily Revision,Weak,52,Too Slow
int_e59abdde07d9,stu_72124c7a,res_ac4461f4,Board Prep,Weak,85,Perfect
int_e42156693890,stu_b573a608,res_32f7d5fc,Board Prep,Average,85,Too Slow
int_1bec527482ef,stu_cb1b9eaa,res_d29d4300,Homework Help,Strong,62,Too Hard
int_954e67df9d11,stu_11e4d345,res_20d5aba5,Board Prep,Average,83,Perfect
int_7cc441543f41,stu_e46d34a1,res_8ddec44d,Daily Revision,Average,60,Too Slow
int_7f82ce38d008,stu_52a3bf95,res_f47aa261,Board Prep,Weak,98,Perfect
int_28c2e6ba9c0b,stu_c504be22,res_a4230eeb,Board Prep,Weak,88,Perfect
int_da76962535c6,stu_bd8b1759,res_4640c577,Board Prep,Weak,82,Perfect
int_338b0130458e,stu_59d6bc2a,res_57419b11,Homework Help,Average,79,Perfect
int_58ed452f37fd,stu_3ccc3823,res_4312ddce,Daily Revision,Strong,76,Too Slow
int_d39026ac04ee,stu_5183b666,res_f4ef8fbf,Daily Revision,Strong,34,Too Slow
int_50eeca397aa5,stu_73281791,res_ec783205,Daily Revision,Strong,47,Too Slow
int_ee6133f5075c,stu_bac361af,res_67e8900d,Homework Help,Strong,39,Too Slow
int_0e091a14fae6,stu_8138d092,res_72ee93a5,Homework Help,Weak,35,Too Hard
int_3613a7cff1a4,stu_1849854b,res_68548a60,Daily Revision,Weak,100,Perfect
int_7dc432950a7f,stu_dbef0873,res_587dd960,Homework Help,Average,98,Perfect
int_3156d78b8214,stu_fad4940f,res_8e1f0c7e,Board Prep,Strong,45,Too Slow
int_c48399455d73,stu_fa92e0cc,res_d29d4300,Daily Revision,Strong,53,Too Slow
int_de9b7da406bb,stu_c9e1edb5,res_1536ece2,Daily Revision,Strong,82,Perfect
int_5c0b19a1fe6f,stu_3ceb50ce,res_acf0048d,Homework Help,Average,82,Perfect
int_b84fb8d08a22,stu_19ea3689,res_0660f4d7,Board Prep,Average,91,Perfect
int_feac50576edf,stu_082167b0,res_3b04517b,Board Prep,Weak,63,Too Hard
int_54b01497214d,stu_5c926d12,res_c67aec94,Board Prep,Weak,32,Too Hard
int_7c644cd4ea39,stu_819273cc,res_f4ef8fbf,Daily Revision,Strong,40,Too Slow
int_0ba3cfa2714e,stu_6aba8e35,res_20d5aba5,Daily Revision,Average,94,Perfect
int_8f0a56f1e207,stu_01970a15,res_32669327,Board Prep,Weak,19,Too Hard
int_260d71557530,stu_3e5bc215,res_7a6411c6,Daily Revision,Weak,57,Too Slow
int_1d3dd33ccc8a,stu_6a51361d,res_b23fee46,Homework Help,Strong,94,Perfect
int_c9839522e962,stu_6c504fae,res_29bdcca4,Daily Revision,Strong,86,Perfect
int_83ab78d3fcdf,stu_1285baf2,res_62e6b0dd,Board Prep,Weak,44,Too Slow
int_2c484eb0a9c6,stu_1a7a093f,res_a7195ba9,Daily Revision,Strong,36,Too Slow
int_d1c6aa342099,stu_525a4251,res_b6d6f80a,Homework Help,Weak,78,Too Hard
int_cb19fe6d76ec,stu_2f039370,res_ab160c04,Daily Revision,Strong,57,Too Hard
int_4dd30fd4a651,stu_4a83c680,res_060d836d,Daily Revision,Weak,91,Perfect
int_9fb4266d3e9a,stu_05401aed,res_5fceec42,Board Prep,Weak,99,Perfect
int_86324dd9c47a,stu_44a2f1a3,res_9b668d36,Board Prep,Average,62,Too Slow
int_7ae4bd46a084,stu_23e9374d,res_5d5e9b35,Homework Help,Strong,46,Too Slow
int_c90cac78a2d1,stu_d3a3471f,res_1748e63d,Board Prep,Weak,80,Perfect
int_11e11d78102b,stu_69771606,res_bdd9b234,Homework Help,Weak,94,Perfect
int_caaa7e913a93,stu_b4930aa4,res_acbb0430,Board Prep,Average,86,Too Hard
int_5d5eabbc358a,stu_d8f0c352,res_a93bf535,Daily Revision,Weak,72,Too Slow
int_6eda40746800,stu_5add2a96,res_7932e0e6,Daily Revision,Average,65,Perfect
int_1283ccd36378,stu_2af6acbb,res_e53818b1,Board Prep,Average,77,Too Hard
int_bcb527d5f9f8,stu_19cc45b8,res_1837f4c1,Board Prep,Weak,96,Perfect
int_87cf272a4737,stu_4915a361,res_a5c09404,Homework Help,Weak,33,Too Hard
int_11d6783e9ca7,stu_d2e9cd0d,res_bded0877,Board Prep,Weak,82,Perfect
int_5673bba4f877,stu_1f68e4a8,res_dc0b809d,Board Prep,Weak,92,Perfect
int_ecdef8a492c0,stu_26234d2d,res_c4867843,Daily Revision,Weak,59,Perfect
int_0f65d6c24789,stu_d19a262c,res_7b7f729b,Homework Help,Average,69,Too Slow
int_f2db7233099d,stu_440286b8,res_57b5a0e3,Homework Help,Average,81,Perfect
int_12188ee1fc7c,stu_a3d86cfe,res_1e117450,Homework Help,Weak,91,Perfect
int_3d0331d94b49,stu_970a8a65,res_d29d4300,Homework Help,Average,90,Perfect
int_573aa6ea14a3,stu_bf081646,res_2e76a990,Homework Help,Average,65,Perfect
int_925e1e982b1f,stu_6d900d0a,res_385c1bcb,Daily Revision,Weak,16,Too Hard
int_4e3f8bfd7b94,stu_53ddfdf4,res_fee87783,Board Prep,Strong,73,Too Slow
int_9a0a1be241e0,stu_511b7b1c,res_482b0d38,Daily Revision,Average,80,Perfect
int_e8f1650fc6e4,stu_4f37d511,res_6b47bcf3,Daily Revision,Average,77,Perfect
int_e33b260d8876,stu_08785c25,res_e9e8f04e,Daily Revision,Strong,78,Perfect
int_4eeae944edf9,stu_72d12005,res_25d9f0f4,Daily Revision,Weak,84,Perfect
int_f6b4f4d8f802,stu_9da7c42e,res_05c08ffd,Daily Revision,Average,95,Perfect
int_1dd4de998b20,stu_417edcac,res_bfd4d74a,Daily Revision,Weak,97,Perfect
int_b1ba5803222e,stu_4ae29428,res_04955db3,Board Prep,Weak,19,Too Hard
int_4bb6ed9318ca,stu_3a921d70,res_759ce84a,Daily Revision,Strong,57,Too Slow
int_ea729d7fa2a2,stu_7d1fa7c1,res_a0950eb9,Daily Revision,Average,56,Too Hard
int_0827cf6a6ee9,stu_ef4d09d1,res_bded0877,Homework Help,Average,47,Too Hard
int_13a1512fb2e5,stu_8f1d3aee,res_55609773,Board Prep,Weak,85,Perfect
int_7e0e659d8adb,stu_12307a14,res_1436b5b8,Board Prep,Strong,67,Perfect
int_1230c7b328df,stu_7939bc99,res_43d1060d,Homework Help,Average,52,Perfect
int_4b42f9bbea8b,stu_c5d943d9,res_e3ef49ee,Daily Revision,Strong,70,Too Slow
int_9ca6809b1816,stu_a9f63a8d,res_0708ec93,Homework Help,Average,71,Too Slow
int_958822f270cc,stu_fb9c3b55,res_7ec7b5b0,Board Prep,Strong,52,Too Slow
int_d0bf9fd66170,stu_bb1ce792,res_a61a75a2,Board Prep,Average,95,Perfect
int_c15e60d4624f,stu_4ee9ddb2,res_a179726b,Daily Revision,Weak,76,Too Hard
int_b82f04ef0b29,stu_e9149c01,res_dff2c6db,Daily Revision,Strong,66,Too Slow
int_033e6611abe7,stu_0ea9fd80,res_8933b003,Homework Help,Strong,66,Perfect
int_524fa70877d6,stu_eb0fd29e,res_1119d225,Board Prep,Average,89,Too Hard
int_a192b102302e,stu_733bbd56,res_7924928f,Homework Help,Weak,66,Too Slow
int_0b7bee63a378,stu_e3a2f939,res_8cba714a,Daily Revision,Strong,58,Too Slow
int_a7f56d0a13ba,stu_258871a7,res_73380658,Board Prep,Strong,47,Too Slow
int_6b3787bc2681,stu_d8f0c352,res_deeeba44,Board Prep,Average,70,Too Slow
int_0f0a6ae03992,stu_b3222bca,res_086311eb,Board Prep,Weak,97,Perfect
int_2c694134c312,stu_ffedc7ef,res_c5f8dfe0,Board Prep,Strong,51,Too Slow
int_5feb3c9fa747,stu_ffedc7ef,res_3b04517b,Daily Revision,Weak,79,Perfect
int_ac911e738ba3,stu_05401aed,res_c3eb9870,Board Prep,Strong,74,Too Slow
int_2c9aa4a8ca58,stu_7ed54729,res_3011dc6b,Daily Revision,Strong,100,Perfect
int_ab94b41a428d,stu_7f217ad9,res_53a262d9,Board Prep,Average,52,Perfect
int_62557acec2a9,stu_bb5b2dfb,res_0ca304cf,Homework Help,Strong,50,Too Slow
int_131f3871cedc,stu_74fbe5b5,res_b8920df8,Daily Revision,Weak,81,Perfect
int_33f979d74537,stu_a0c7ddad,res_42808818,Homework Help,Strong,64,Too Slow
int_44929bc123db,stu_44900b95,res_330fc8d8,Homework Help,Average,79,Perfect
int_102812bef63b,stu_0d5d9385,res_24c4c00d,Board Prep,Strong,82,Perfect
int_955de4ce0f4a,stu_093131d3,res_b7fbf07c,Homework Help,Strong,49,Perfect
int_fe834342f84b,stu_4a83c680,res_0a524545,Daily Revision,Weak,48,Perfect
int_8522807ab83e,stu_2770d494,res_5c1db153,Homework Help,Weak,54,Too Hard
int_4ad0d98139f3,stu_ba034201,res_02ed7daf,Homework Help,Strong,55,Too Slow
int_2179cfcd39e0,stu_c561089e,res_02ed7daf,Daily Revision,Average,76,Too Hard
int_975523833634,stu_be17d95c,res_9a89aa4a,Board Prep,Weak,41,Too Hard
int_73a1c8d5b221,stu_f99dd632,res_83272cf7,Homework Help,Average,80,Perfect
int_ce5f5e8b13e3,stu_eb50c92b,res_db448067,Homework Help,Strong,62,Perfect
int_2cf2a593c491,stu_996a9607,res_a0f3dc68,Board Prep,Weak,62,Perfect
int_1165cce16e32,stu_bf284ec4,res_869c7488,Homework Help,Average,98,Perfect
int_f8420fd8bb0e,stu_48a4997d,res_03a3232e,Board Prep,Weak,61,Too Hard
int_b1c7d98a65b7,stu_8ab3e826,res_4f3a1e68,Board Prep,Average,84,Perfect
int_947552f8220a,stu_2bc8044a,res_cccd0923,Homework Help,Strong,68,Perfect
int_ad02bc75e3b6,stu_4cddc0d1,res_15bd2238,Homework Help,Strong,67,Too Slow
int_f781cafe03c6,stu_4d93e4b0,res_41804819,Board Prep,Average,40,Too Slow
int_a0b152de6d32,stu_616c5f70,res_c300a24b,Homework Help,Weak,44,Too Slow
int_17d8d26e9218,stu_8be9a752,res_159fdfdf,Board Prep,Average,50,Perfect
int_b97476197a4c,stu_2fc918e5,res_ea237986,Homework Help,Strong,60,Perfect
int_e3e14ca0a5d8,stu_46d96e2b,res_6c676bd4,Daily Revision,Average,100,Perfect
int_bd5008b15522,stu_346b43b9,res_60a71f20,Board Prep,Strong,37,Too Slow
int_b5ad2b5d1d9e,stu_d441e1bc,res_309a59da,Homework Help,Average,84,Too Hard
int_71ff7e00675d,stu_0beb24e2,res_405986c3,Daily Revision,Strong,59,Too Hard
int_6d7e2e771a89,stu_3f62107b,res_a85d72aa,Homework Help,Strong,32,Too Slow
int_aaeface13f53,stu_6841eae2,res_4d1bfec5,Homework Help,Strong,71,Too Slow
int_97e70cd5ac24,stu_f14f2871,res_33ff9c3d,Daily Revision,Average,78,Too Hard
